Title,Label
"An alleged vaccination calender that is being shared on WhatsApp, shows that people between 55 and 74 years old are going to be vaccinated in March",FALSE
A video showing a can of Red Bull that tested positive for coronavirus,FALSE
Nigerians can apply for financial help from a Covid-19 survival fund provided by the government,FALSE
"A study has proven that CDC inflated the number of cases by 1,600%",FALSE
A study proved that 97% of PCRs tests are FALSE positives; they can detected other viruses and say it’s SARS-CoV-2,FALSE
"Whether you get vaccinated or not, you will be infected with the fictional Covid-19! Everything is in the business of the pharmaceutical mafia!",FALSE
Only three countries in Asia have started their vaccination rollouts as of Feb. 2,FALSE
Tasuku Honjo said that Sars-CoV-2 has arftificial origins,FALSE
Miscarriages following Covid-19 shot,FALSE
Images of the newspaper front pages sharing vaccine misinformation,FALSE
"Vaccination starts and ends on Wednesday, we are waiting for new vaccines from Thursday on",FALSE
Moderna’s Covid-19 vaccine will hack human’s biological functions,FALSE
"“Thermal Transporter” maintains a temperature of -8C for five days, which raises the question of whether in Serbia the Pfizer vaccines came in such packages, when exactly they arrived, where and how they have been stored before being delivered to Macedonia.",FALSE
"Vaccines placed on a muddy sidewalk, outdoors, temperature not even close to minus 80 degrees. The snow is melting. Good luck to those who will be vaccinated with them. But five ladies lined up for taking pictures, like someone has the idea of what they’re doing.",FALSE
"We got used to “loose” measures. New restrictions will be coming, announced Minister of Health Venko Filipce, due to the new British varriant of Covid-19",FALSE
South Korea’s Prime Minister threatened to arrest citizens who refuse to receive a Covid-19 vaccination.,FALSE
"India gave Mexico 870,000 AstraZeneca vaccines against COVID-19",FALSE
Only people from South Korea have Covid-19 antibodies,FALSE
Microchips for tracking people will be implanted via needles during COVID-19 vaccination. This is a practice already being done in Europe.,FALSE
A man claims that the Pfizer vaccine will cause either Guillain-Barré syndrome or cancer.  It will modify your DNA and that Christians do not accept it.,FALSE
"A photo circulating widely on social networks shows a bottle labeled Oxford vaccine (AstraZeneca) in March 2020, and has been used to suggest that the pandemic was planned.",FALSE
The FALSE message claiming that PCRs “do not detect SARS-CoV-2 but rather endogenous gene sequences” of the patient,FALSE
208 vaccines were lost in Colombia,FALSE
"A video purported to show a driver sprayed sanitizer in the car, and at the moment he turned in the key to start the ignition, the car exploded.",FALSE
"North Macedonian Prime Minister Zoran ZaevIt’s not my fault that there are no vaccines, Serbia is to blame",FALSE
"The Johns Hopkins Center for Health Security, funded by Bill Gates, has prepared a new pandemic scenario. The Spars Pandemic plan for 2025-2028 will be implemented after the absolute majority of the world’s population will agree to the coronavirus vaccination.",FALSE
Dr. Witold Rogiewicz died because of a vaccine against COVID-19.,FALSE
The Civil Guard has discovered 11 positive people in COVID-19 in a Mercadona supermarket in San José de la Rinconada (Seville),FALSE
"She killed her unborn child, because of her stupidness without intelligence and without faith in God, SHE WAS VACCINATED against something that does not exist!",FALSE
"The widespread use of face masks increases the contagion of COVID-19, according to graph",FALSE
Colombia is the last country of southamerica to start of vaccination,FALSE
"On social networks, a montage of images is spreading with a template used by El Tiempo to attribute a phrase to Vice President Marta Lucía Ramírez about vaccines.",FALSE
"This is the new way of testing for Covid-19 in China, and we know very well that what came out of China is spreading all over the world. So get ready. Either we will rise against it and rebel or what you see in the picture will happen in real life.",FALSE
You are 300-900 times more likely to die after getting the COVID-19 vaccine compared to the flu vaccine,FALSE
"PCR tests ‘come marked’ with a positive result, as stated in a Facebook post.",FALSE
The use of the mask affects respiration and with them the WHO “slowly kill us”,FALSE
There are cells of aborted fetus in the coronavirus vaccine,FALSE
"Disinformation circulates on social networks, once again, that links the Microsoft tycoon with digital certificates that would be implanted with vaccines against COVID-19.",FALSE
While they lie with covid-19 many directors of world giant companies have resigned,FALSE
"Colombia is the last country in South America to start vaccination, according to Gustavo Bolívar.",FALSE
COVID-19 vaccines caused miscarriages,FALSE
Dulles brothers created WHO,FALSE
A video featuring Belgium Minister Bart Somers receiving vaccine with a synirge and its protective cap on proves vaccination is staged.,FALSE
"COVID vaccines made with RNA are not vaccines, but a gene therapy that could turn us into transgenic beings or cause us diseases",FALSE
Far-right broadcaster Alex Jones claims that Australia and France have suspended Covid-19 vaccination campaigns because the jab “does not work”,FALSE
COVID-19 vaccines use technologies never tested in humans,FALSE
Face mask use causes lung cancer,FALSE
Bill Gates plans to insert chips into Russians first,FALSE
Old man died after receiving Coronavac,FALSE
Amish religious communities have not been affected by the deadly Covid-19 pandemic.,FALSE
"Mandatory wearing of a mask is harmful to healthy people, research says. Protective masks cause bacterial pneumonia – more and more active cases",FALSE
"Natália Pasternak, popular Brazilian biologist, is against any form of treatment against COVID-19, and is not a real biologist",FALSE
"The CDC has rented a land area, where millions of “plastic coffins” purchased by this health protection agency have been stored. if they are preparing for the gravest pandemic, it may be linked to what Bill Gates meant when talking about 30 million deaths within six months.",FALSE
"A study proved that masks can cause cancer, because it reduces the amount of oxygen in the lungs",FALSE
A person died right after receiving the Pfizer vaccine in Israel,FALSE
A study co-written by epidemiologist Anthony Fauci in 2008 concludes that the deaths registered during the 1918 pandemic are related to the use of a mask,FALSE
Image of a woman who has suffered an abortion after receiving the vaccine against COVID-19,FALSE
People should consume herbal remedies instead of taking the Covid-19 vaccine.,FALSE
A video depicting a young man lying on a hospital bed and tremoring shows the adverse effects of the coronavirus vaccinethe vaccine itself changes DNA that causes the disfunction of the immunity system and a person loses control over his/her own body.,FALSE
"Face masks cause cavities, facial deformities, and don’t protect against COVID-19.",FALSE
US rapper Pitbull claims Covid-19 pandemic was planned,FALSE
Natural ingredients and plants can cure the coronavirus,FALSE
Hydroxychloroquine can be homemade as treatment for Covid-19,FALSE
The Clinical Hospital and the Puerta de Hierro Hospital in Madrid treated three hundred children in the emergency room for COVID-19,FALSE
Vaccination is chipping proves video depicting syringe without a needle after a person was vaccinated,FALSE
The video shows Nigerian students jumping from the second floor of a school building to avoid receiving a school-mandated COVID-19 vaccine.,FALSE
Colombia will not pay for the vaccines purchased through the Covax program.,FALSE
The Government is building concentration camps for asymptomatic patients and dissidents in Orihuela (Alicante),FALSE
US distributes ivermectin and condensed milk to those vaccinated,FALSE
Journalist Mariana Gross was caught in large group celebrating Flamengo’s win.,FALSE
São Paulo state paid R$ 400 million for billboards in other states celebrating “João Doria’s vaccine”,FALSE
"Ingredients of AstraZeneca vaccines– Chimpanzee Adenovirus – Genetically modified kidney cells of an aborted human embryo (usually using a 14-week-old fetus) and therefore stored below -70 ° C – other harmful toxic chemicals, Vaccine not approved by the Food and Drug Administration",FALSE
"CDC data shows more than 500 deaths and more than 10,000 adverse events from Covid-19 vaccine",FALSE
"A lecture was held in Pentagon in 2005 about replacing the “God Gene” in humans through vaccination, aiming to subjugate religious and radical people",FALSE
A TV report says an elderly woman died minutes after being vaccinated against COVID-19,FALSE
No one can possibly know if the [COVID-19] vaccine is safe and effective because the trial is still underway,FALSE
Masks acidify blood and cause cancer,FALSE
The WHO changed its criteria for PCR testing to hide its own lies about the pandemic.,FALSE
All vaccines contain nagalase enzyme. This enzyme causes depopolation.,FALSE
Death records in the Brazilian state of Amazonas fell 99% after a visit by the Minister of Health.,FALSE
Police have detained discredited US researcher Judy Mikovits for “discovering evidence that deadly retroviruses are transmitted through vaccines”.,FALSE
Facebook confess it made a mistake by censoring content that proved hydroxichloriquine is efficient against COVID-19,FALSE
Futile vaccines with adverse side effects from Israel are brought to Georgia,FALSE
Wearing mask can cause lung cancer.,FALSE
Vaccination is harmful to people who have recovered from COVID-19,FALSE
A video of a girl suffering from severe side effects after receiving a Covid-19 vaccine,FALSE
"Serbia has a population of 8,716,246, and only 11,000 have been vaccinated so far, which means 0.13% – everyone refuses vaccination",FALSE
The number of COVID-19 deaths in Amazonas state decreased after minister Eduardo Pazuello visited the state,FALSE
11 people have been arrested in a Lidl shopping mall while being positive for COVID-19,FALSE
The latest COVID-19 case with UK strain contracted the virus three months ago in Taiwan. That means the virus could have transmitted widely during this window of time,FALSE
A study found that long-term mask use may contribute to advanced stage lung cancer,FALSE
Natural ingredients and plants can cure the coronavirus,FALSE
U.S National Institute of Health has said that the use of masks causes deaths from bacterial pneumonia,FALSE
US pharmaceutical company Merck discontinued Covid-19 vaccine research and said recovering from the virus would be more effective.,FALSE
A study from University of São Paulo proved hidroxychloroquine and azitromicin are effective against COVID-19,FALSE
Viruses do not exist. Electromagnetic waves caused every pandemic.,FALSE
"Doctors, nurses, policemen and firefighters are protesting in France against the new world order and the pandemic",FALSE
The mask was discovered by the Arabs and is related to the Islamic veil.,FALSE
Doctors and nurses who administer the coronavirus vaccine can be “tried as war criminals.”,FALSE
"French doctors, nurses, firefighters and teachers renounce being part of the New world order",FALSE
Coronavirus breathalyser tests can provide a Covid-19 result within 10 seconds at a 99.9 percent accuracy rate.,FALSE
A man blowing vape smoke through various face masks shows that they do not help prevent the spread of coronavirus,FALSE
The coronavirus is harmless. It has caused deaths due to wrong medical protocols.,FALSE
Sweden achieved herd immunity without vaccination,FALSE
Russian Sputnik V vaccine against covid-19 provides complete protection with a single dose,FALSE
An audio in Valencian says that police forces have discovered 8 people who tested positive for COVID-19 shopping in a Lidl supermarket,FALSE
Vaccines killed 181 people in the United States,FALSE
Italian doctor convicted for killing some patients to open beds in ICU unit,FALSE
Video shows children coming out of anal swab test in China,FALSE
Colombian doctor Manuel Elkin Patarroyo’s warnings about the Sputnik V vaccine,TRUE
"The police has discovered 11 people who tested positive for COVID-19 in a Lidl, Gijón (Asturias)",FALSE
Facebook said hydroxychloroquine is effective against Covid-19,FALSE
São Paulo Governor João Doria spent R$ 400 million in public money to install billboards in 14 states to defend CoronaVac,FALSE
"Albert Bourla, Pfizer’s CEO, said he would not take the company’s vaccine",FALSE
FALSE claims from the video about the oxygen level inside a child’s mask,FALSE
World Health Organization (WHO) has issued new advice against wearing face masks during the coronavirus pandemic.,FALSE
"In 1988, NASA used cathologized chlorine dioxide as a universal antidote. It has been hidden for years by the owners of the world and BigFarma, however its benefits, applications and uses have been filtered",FALSE
"In Germany, 14 000 patients were treated with antibiotics, anti-inflammatory drugs, and blood thinners and because of this, all of them recovered in one day.",FALSE
"João Doria, governor of São Paulo, refused to send vaccines to Bauru, because of a political strife with the local mayor. The mayor visited Brasília and President Jair Bolsonaro decided to send vaccines to the city",FALSE
A photo of Astrazeneca vaccine of march proves that coronavirus was planned,FALSE
"In the autonomous community of Galicia, a law has been approved to open ‘concentration camps’ for the isolation of positives in COVID-19",FALSE
"An Assemblies of God pastor named Venceslau died after taking a COVID-19 vaccine, in Araguaína, Tocantins state",FALSE
Old woman died after being vaccinated against COVID-19,FALSE
ARNm vaccines change DNA,FALSE
the video shows Thailand’s health minister crying while receiving a COVID-19 vaccine injection,FALSE
The COVID-19 mRNA vaccine is not a vaccine,FALSE
"This movie “Songbird” has been made before Covid. We’ve seen a lot of similar movies, yes. But, it is interesting that in the movie the virus is called COVID-23. Stop the scene when there is news on TV and you will see. Coincidence?",FALSE
Colombian doctor Manuel Elkin Patarroyo says that the immunity produced by vaccines against COVID-19 is short-lived.,FALSE
"People from the Ministry of Health are calling people for a COVID-19 survey, and ask for a code sent to your phone",FALSE
"Portugal is on full lockdown since March and, even so, the number of cases exploded this January",FALSE
97% of RT-PCR tests generate FALSE diagnoses,FALSE
Wearing face masks to help stop the spread of Covid-19 will cause children physical and psychological problems.,FALSE
Chlorine dioxide can cure coronavirus,FALSE
"A collage of different video footages, depicting vaccination process, fake syringes, a retractable syringe with a tube inside, as well as, mannequins lying in a hospital bed shows that people don’t actually receive vaccines and that it’s mannequins lying in hospital beds instead of patients.",FALSE
Baseball player Hank Aaron died after receiveing COVID-19 vaccine,FALSE
Event 201 shows that the pandemic was planned,FALSE
"Chief Fernando Katukina, the first indigenous person vaccinated against COVID-19 in Acre state, has died",TRUE
A  video of a man crying in fear while a nurse attempts to give him an injection,FALSE
"César Tralli was caught rollerskating on Leblon beach, Rio de Janeiro, without masks",FALSE
Two persons died after receiving the covid vaccine,FALSE
"the Government of Italy has lifted all restrictions against COVID-19 after 50,000 restaurants have decided to open at the same time",FALSE
"A dose of CoronaVac costs R$ 58, while a dose of the Oxford/Astrazeneca vaccine costs R$ 3.40",FALSE
2000 Italian doctors filed lawsuits against the WHO in the European Court of Human Rights (ECHR) because treatment of patients under the guidelines received from the WHO had been causing mass deaths,FALSE
A man vaccinated with Pfizer’s COVID-19 vaccine showed symptoms of Ebola as he bled out all over his body and died.,FALSE
Chlorine dioxide is non-toxic,FALSE
Pfizer’s CEO refuses the vaccination and says that it is not recommended for him,FALSE
A video showing computer-generated images of people being implanted with microchips is circulating online alongside warnings that Microsoft co-founder Bill Gates plans to “obtain total control” of the world through vaccination.,FALSE
Cornell University professor Robert Oswald said “COVID-19 was imaginary and fictitious.”,FALSE
São Paulo Governor João Doria attended the game of the Libertadores da América final without a mask,FALSE
“New evidence ties COVID-19 creation to research funded by Fauci”,FALSE
Image of US CDC’s data shows that 653 American died from Pfizer vaccine,FALSE
Having a vaccine only makes sense if we don’t have a treatment for a deadly disease; COVID-19 has a survival rate of 99.991%,FALSE
"Video shows boys walking bow-legged like penguins, caption says it’s after they had anal Covid test in Shijiazhuang",FALSE
An indigenous group reported new cases of covid,FALSE
Henry Kissinger has promoted mandatory vaccination to reduce the population,FALSE
Biden’s press corps admitted COVID-19 was a hoax; the case fatality rate of COVID-19 is 0.1% to 0.3% which is the same exact case fatality rate as the regular seasonal flu,FALSE
The video shows the street in the city being closed and anti-vaccine protests taking place in Netherlands.,FALSE
American scientific institutions started to recommend hydroxychloroquine days after Trump leaves office,FALSE
"The former President of the United States, Barack Obama, has asked Africans not to accept the vaccine that comes from America and Europe",FALSE
Centers for Disease Control and Prevention now mandates that everyone wear two face masks.,FALSE
The new coronavirus vaccines contain toxic ingredients and are more dangerous than getting COVID-19.,FALSE
A publication that claims that the Pfizer vaccine causes sterility in women,FALSE
Anal swabs for detecting Covid-19 are being introduced in Europe,FALSE
Placing onions at various points in your home will prevent you from getting sick with flu or viruses,FALSE
“The Biden administration lost 20 million COVID vaccines.”,FALSE
Old video of a Chinese man portrayed as a scared Thailand Health Minister while taking COVID-19 vaccine,FALSE
The immunity produced by the COVID-19 vaccine only works for six months.,FALSE
"The image of an AstraZeneca vaccine dated March 15, 2020 that supposedly shows that it was all planned",FALSE
The statements of doctor Luis Martínez that circulate in a viral chain (part II),FALSE
Health professionals recommend self-medication with drugs such as azithromycin against COVID-19,FALSE
Bee venom protects from COVID-19,FALSE
25 people died in Norway after receiving the Pfizer COVID-19 vaccine.,TRUE
"The World Health Organization admitted that PCR tests are resulting in widespread FALSE positives for the virus that causes Covid-19, and asked laboratories to change the way they are conducted.",FALSE
Google translation of “surivan or oc” (coronavirus written backwards) results in Google search result of “Masonic sign” pyramid and eye,FALSE
A Colombian cientific said that covid vaccine have inmunization just for 40 days,FALSE
The Irish government installed toll warnings to alert people of the dangers of vaccines and masks,FALSE
The photo showing the crowd was taken in the Istanbul subway,FALSE
The statements of doctor Luis Martínez that circulate in a viral chain (part I),FALSE
UK Prime Minister Boris Johnson says Covid-19 testing  “only works in seven per cent of the cases”.,FALSE
"A tonic made of onions, ginger, garlic, lemon and hot water can cure Covid-19.",FALSE
"A publication that ensures that Ecuadorian doctors discovered the cure for the coronavirus, and that it is a bacterium",FALSE
Vaccines can transform human to transhumanism creature.,FALSE
Pfizer’s chief executive Albert Bourla  refused to take the Covid-19 vaccine manufactured by his company because “my type is not recommended”.,FALSE
Hundreds of children falling sick after receiving Covid-19 vaccines in Indonesia.,FALSE
Pfizer’s vaccine caused facial paralysis in 13 cases in Israel,FALSE
"Government of the State of São Paulo, in Brazil, denied sending vaccines to the city of Bauru.",FALSE
COVID-19 vaccines cause infertility and autoimmune diseases,FALSE
The group that represent the colombian government in the negotiation with Pfizer did not how to speak in english,FALSE
Governor of São Paulo paid billboards in the capital of Mato Grosso do Sul to boast the vaccine against Covid-19.,FALSE
Scientists apologize for saying that hydroxychloroquine does not work against Covid-19,FALSE
The Irish government put up a billboard saying that masks and social distancing are ineffective against COVID-19,FALSE
Rescuer from Rio de Janeiro dies because of Covid-19 vaccine,FALSE
Major League Baseball (MLB) legend Hank Aaron was killed by the COVID-19 vaccine,FALSE
Two children in Guinea died after receiving a COVID-19 vaccine.,FALSE
Saudi Arabia will allow Haj pilgrims coming from India to visit the Haj only after showing a certificate of Corona vaccine.,FALSE
123 countries have ordered the COVID-19 vaccine from Bharath Biotech,FALSE
The Government is granting social bonds for the whole family through a link,FALSE
"Coomeva Medicina prepagada recommends taking azithromycin, ivermectin and nitazoxanide to cure COVID-19 at home.",FALSE
In a public meeting Putin said that he knows the diabolical plans that the world leaders have with coronavirus,FALSE
US National Institutes of Health recommends ivermectin to treat Covid-19 patients,FALSE
COVID-19 vaccine “nullifies” 2.79% of the population,FALSE
"Colombian Defense Minister Carlos Holmes Trujillo, who died of COVID-19, was infected at a party.",FALSE
The Spanish Government is going to give 560 euros to those who test positive for coronavirus,FALSE
"The horrific effects of the vaccine that the corrupt world media are silent about range from rapid death after the first dose, to paralysis of the body and facial paralysis, neurological disorders, while the happiest, like those in India, are threatened only by impotence.",FALSE
Facebook posts claim the World Bank is giving loans to small businesses in Africa,FALSE
"Atlanta baseball legend Hank Aaron’s death linked to his Moderna Covid-19 vaccination,",FALSE
10 people died after receing Pfizer-BioNTech Covid-19 vaccinations in Germany,FALSE
Pfizer paused vaccine deliveries to Mexico due to omission of the federal government,FALSE
A video shows that the first woman to be vaccined in Presidente Figueiredo did not receive an injection,FALSE
"In the Netherlands, the protest grows into an uprising!",FALSE
53 people have died in Gibraltar after receiving the vaccine against COVID-19,FALSE
Man died because of Coronavac vaccine,FALSE
Bilderberg group is planning depopulation by vaccines.,FALSE
Brazilian ex-president Lula’s son bought 20% of the shares of Sinovac Biotech,FALSE
"A Peruvian court found Gates, Soros and Rockefeller guilty of producing SARS-CoV-2",FALSE
Pfizer vaccination has stopped due to the death of up to 400 people in Norway.,FALSE
Researchers apologize for saying hydroxichloroquine isn’t safe nor efficient,FALSE
The nanovaccine produced at home can cure the virus,FALSE
Joe Biden said chloroquine is effective against Covid-19,FALSE
An image say that the plan of Bill Gates with the pandemic is introduce a chip through covid vaccines,FALSE
Norway and health experts call for an end to the vaccination process after many dead elderly in Norway and USA!,TRUE
California’s Los Angeles County suspended cremations for people who have died after contracting Covid-19.,FALSE
Actor Fernanda Torres said she hoped that COVID-19 helped eliminate Bolsonaro’s supporters,FALSE
WHO announced that PCR tests give FALSE positive results immediately after Biden took the office.,FALSE
Pfizer tested an antibiotic on minors in Nigeria leaving about 200 people dead,FALSE
Masks have negative impacts on 68% of children.,FALSE
The WHO has admitted that  COVID-19 test results grossly exceeded the number of infected people,FALSE
The COVID-19 antigen tests in this image come prepared to test positive or negative,FALSE
Pfizer / BioNTech vaccine less effective than expected,FALSE
COVID-19 vaccines cause seizures,TRUE
"Lula’s son, Fabio Lula da Silva, and João Doria, governor of São Paulo, conspired to buy stocks from Sinovac. Nowadays, Lula’s son owns 20% of the company",FALSE
"An image that shows that the vice president of Argentina, Cristina Fernández de Kirchner, was vaccinated by a fake nurse named Máximo Estévez",FALSE
Covid-19 vaccines alter the genetic code and can cause cancer,FALSE
“Ivermectin is a drug that can eliminate the coronavirus in 48 hours”,FALSE
"The Lancet retracted an article that state hydroxychloroquine is ineffective against COVID-19. Thus, it is effective",FALSE
Clinical trials in Indonesia recorded Sinovac’s COVID-19 vaccine as having a 91.25% efficacy rate.,FALSE
A study published in Nature says between the lines that 80.2% of PCR positives are FALSE,FALSE
Woman shaking in video has a strong reaction to Pfizer’s vaccine,FALSE
"People who refuse to be vaccinated will receive a series of bansWithout confirmation of being vaccinated they will not be able to visit restaurants, cafes, cinemas…",FALSE
"Copper can “disinfect viruses and bacteria” because of an “extra negative charge.” SARS-CoV-2, the virus behind COVID-19, only becomes airborne due to “aerosol procedures” like bronchoscopy and endotracheal intubation.",FALSE
"Carlos Bolsonaro, son of President Jair Bolsonaro, skipped the line and received a dose of the Covid-19 vaccine",FALSE
Ecuador find the cure for coronavirus,FALSE
"The UN publishes the list of countries that have purchased COVID vaccines from the different laboratories when, when and from whom they bought, MEXICO is not on that list",FALSE
The PCR test inventor Kary Mullis said it can’t be used in COVID-19 virus detection,FALSE
Amapá state has adopted “early treatment” protocol and has the lowest lethality rates in the world,FALSE
Image that places migrants as a priority group for vaccination against COVID-19 is an official document of the Ministry of Health,FALSE
Bogotá has more ICU beds than Peru and Chile.,FALSE
A woman died in few seconds after taking COVID vaccine,FALSE
WHO Has Ranked Sri Lanka Fifth Best Country For Covid-19 Response,FALSE
WHO now saying you do not need to wear a mask.,FALSE
"People queuing in Sierra Nevada after the Government of Andalusia approved the mobility restriction measures on January 16, 2021",FALSE
"The answer comes from the EMA (European Medical Agency) which formulated three “main objections” to this vaccinelack of approval for some production plants, lack of data on commercial vaccine batches, and most importantly, the fact that significant differences were found between commercial series and those applied during clinical trials. It is the last point that causes the greatest concern among researchers dealing with vaccine quality assessments.",FALSE
"The newspaper Diario Sur has published that Malaga, Marbella and practically the entire Costa del Sol will close all non-essential activity",FALSE
The AstraZeneca vaccine contains genetically modified embryonic human kidney cells. It can be obtained in human or human embryos reared in test tubes,FALSE
WHO Has Ranked Sri Lanka Fifth Best Country For Covid-19 Response,FALSE
COVID-19 vaccines produce seizures,FALSE
Baseball legend Hank Aaron’s “tragic death is part of a wave of suspicious deaths among elderly closely following administration of COVID vaccines.”,FALSE
Luzon and the entire Philippines will be put under “total lockdown.”,FALSE
HOSPITALS ON LOCKDOWN AS FIRST COVID VACCINE PATIENTS START EATING OTHER PATIENTS,FALSE
An Indian Muslim cleric talking about a mind-controlling microchip injected through Covid-19 vaccinations.,FALSE
Pfizer-BioNTech vaccine caused up to 400 deaths in Norway,FALSE
"The World Health Organization released guidance to laboratories to reduce the cycle count in PCR tests, as the current cycle counts are too high and result in FALSE-positives.",FALSE
The drug regulatory agency Anvisa doubted Coronavac’s efficacy,FALSE
The health authority has closed the store of a Chinese person in Gáldar (Gran Canaria) due to an outbreak of Covid-19,FALSE
This video shows an empty hospital in Switerland during the pandemic,FALSE
Vaccines are “black magic” and cause cancer.,FALSE
University of Miami researchers advise men to freeze their sperm before being vaccinated against COVID-19,FALSE
"The Mayor of Bogotá, Claudia López, said in January that it was “very possible” that the increase in infections in the city at that time was related to SARS-CoV-2 mutations.",FALSE
23 people are “dead from” the Pfizer-BioNTech coronavirus vaccine in Norway.,FALSE
Nobel medicine Tasuku Honjo said that coronavirus was not natural,FALSE
The United States are officially recommending hydroxychloroquine against COVID-19,FALSE
The WHO changed it’s guidance for conducting PCR tests. It admitted they are unreliable and not suitable to detect infections. This is the end of the pandemic.,FALSE
A video circulating on social networks claims that taking ibuprofen and influenza fights COVID and even reduces mortality from the disease,FALSE
HOSPITALS ON LOCKDOWN AS FIRST COVID VACCINE PATIENTS START EATING OTHER PATIENTS,FALSE
COVID-19 outbreak among Oedo Line staff linked to the washroom faucet.,FALSE
"Poland, Sweden and Norway have filed a lawsuit against the WHO for infecting Europe",FALSE
"Carlos Bolsonaro, Jair Bolsonaro’s son, was seen taking a jab at a Military Hospital in Rio, despite not being in any priority group",FALSE
Study from Liverpool shows that ivermectin reduces by 75% the rate of deaths from COVID-19,FALSE
"Ex-boss Pfizer said that world don’t need vaccines against COVID-19, because pandemic ended.",FALSE
Two nurses had serious adverse effects after being immunized with Coronavac,FALSE
